Date,Adj_Close,Close,High,Low,Open,Volume
2025-11-08,8.139519691,18.17099953,18.20999908,18.17099953,18.20999908,767000
2025-11-11,8.139519691,18.12199974,18.20000076,18.08200073,18.19000053,260000
2025-11-12,8.100290298,18.25900078,18.32799911,18.09199905,18.1609993,1066000
